_time,dev_id,gw_pwr_st,lat,long,ts,A1,A10,A11,A12,A2,A3,A4,A5,A6,A7,A8,A9,Charge_alt_V,Coolant_T,DG_Batt_V,DG_st,Eng_rpm,Eng_run_H,Eng_run_M,Fuel_L,Fuel_L_in_lit,G_L1_L2_V,G_L1_N_V,G_L1_fr,G_L2_L3_V,G_L2_N_V,G_L2_fr,G_L3_L1_V,G_L3_N_V,G_L3_fr,G_avg_pf,G_cum_En,G_cum_R_En,G_cum_ap_En,G_pf_L1,G_pf_L2,G_pf_L3,IO_diag,Ld_L1_A,Ld_L1_VA,Ld_L1_W,Ld_L1_var,Ld_L2_A,Ld_L2_VA,Ld_L2_W,Ld_L2_var,Ld_L3_A,Ld_L3_VA,Ld_L3_W,Ld_L3_var,Ld_Ttl_VA,Ld_Ttl_W,Ld_Ttl_var,M_L1_L2_V,M_L1_N_V,M_L1_fr,M_L2_L3_V,M_L2_N_V,M_L2_fr,M_L3_L1_V,M_L3_N_V,M_L3_fr,M_cum_En,M_cum_R_En,M_cum_ap_En,M_run_H,M_run_M,No_of_starts,No_of_trips,Oil_P,Pct_Ld,U_L,pro_rev
"09/12/2025, 12:15:20",MWX_ELM_GW10005,1,0,0,1765262701,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,74,13.2,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,232,50,401,233,50,402,232,50,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 12:15:40",MWX_ELM_GW10002,1,0,0,1765262736,4368,4369,4352,241,273,17,4369,0,0,4096,4352,0,0.1,25,13.5,26752,0,84,57,89,229,0,0,0,0,0,0,0,0,0,0,2762,400,2795,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,233,50,404,233,50,401,232,50,0,0,0,0,0,255,17,0,0,100,1
"09/12/2025, 12:16:00",MWX_ELM_GW10003,1,17.6,78.2,1765262755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:16:40",MWX_ELM_GW10004,1,0,0,1765262791,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,41,13.4,26753,0,356,6,85,219,0,0,0,0,0,0,0,0,0,0,6553695,1555,65536319,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,234,50,405,235,50,404,233,50,0,0,0,0,0,1127,22,0,0,36,1
"09/12/2025, 12:17:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:17:20",MWX_ELM_GW10003,1,17.6,78.2,1765262825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:18:00",MWX_ELM_GW10002,1,0,0,1765262876,4368,4369,4352,241,273,17,4369,0,0,4096,4352,0,0.1,25,13.5,26752,0,84,57,89,229,0,0,0,0,0,0,0,0,0,0,2762,400,2795,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,232,50,404,233,50,401,231,50,0,0,0,0,0,255,17,0,0,100,1
"09/12/2025, 12:18:20",MWX_ELM_GW10003,1,17.6,78.2,1765262896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:19:00",MWX_ELM_GW10002,1,0,0,1765262936,4368,4369,4352,241,273,17,4369,0,0,4096,4352,0,0.1,25,13.5,26752,0,84,57,89,229,0,0,0,0,0,0,0,0,0,0,2762,400,2795,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,233,50,404,233,50,402,232,49.9,0,0,0,0,0,255,17,0,0,100,1
"09/12/2025, 12:19:20",MWX_ELM_GW10002,1,0,0,1765262946,4368,4369,4352,241,273,17,4369,0,0,4096,4352,0,0.1,25,13.5,26752,0,84,57,89,229,0,0,0,0,0,0,0,0,0,0,2762,400,2795,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,233,50,403,233,50,401,231,49.9,0,0,0,0,0,255,17,0,0,100,1
"09/12/2025, 12:19:40",MWX_ELM_GW10005,1,0,0,1765262979,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,73,13.2,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,231,50,400,232,50,401,231,50,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 12:20:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:20:20",MWX_ELM_GW10004,1,0,0,1765263000,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,41,13.3,26753,0,356,6,85,219,0,0,0,0,0,0,0,0,0,0,6553695,1555,65536319,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,233,50,403,234,49.9,403,232,50,0,0,0,0,0,1127,22,0,0,36,1
"09/12/2025, 12:21:00",MWX_ELM_GW10005,1,0,0,1765263050,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,73,13.2,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,231,49.9,400,232,50,401,231,50,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 12:21:20",MWX_ELM_GW10004,1,0,0,1765263070,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,41,13.4,26753,0,356,6,85,219,0,0,0,0,0,0,0,0,0,0,6553695,1555,65536319,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,233,50,404,234,50,403,232,49.9,0,0,0,0,0,1127,22,0,0,36,1
"09/12/2025, 12:21:40",MWX_ELM_GW10001,1,18.4,76.5,1765263094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:22:20",MWX_ELM_GW10005,1,0,0,1765263120,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,72,13.3,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,231,50,401,233,50,401,231,50,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 12:23:00",MWX_ELM_GW10003,1,17.6,78.2,1765263167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:23:40",MWX_ELM_GW10004,1,0,0,1765263212,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,41,13.4,26753,0,356,6,85,219,0,0,0,0,0,0,0,0,0,0,6553695,1555,65536319,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,233,50,404,234,50,404,233,50,0,0,0,0,0,1127,22,0,0,36,1
"09/12/2025, 12:24:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:25:00",MWX_ELM_GW10001,1,18.4,76.5,1765263295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:25:20",MWX_ELM_GW10003,1,17.6,78.2,1765263307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:25:40",MWX_ELM_GW10005,1,0,0,1765263332,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,72,13.3,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,231,50,401,233,50,401,231,50,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 12:26:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:27:00",MWX_ELM_GW10005,1,0,0,1765263403,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,71,13.2,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,231,50,401,233,50,401,231,50,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 12:27:20",MWX_ELM_GW10001,1,18.4,76.5,1765263426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:28:00",MWX_ELM_GW10002,1,0,0,1765263475,4368,4369,4352,241,273,17,4369,0,0,4096,4352,0,0.1,25,13.5,26752,0,84,57,89,229,0,0,0,0,0,0,0,0,0,0,2762,400,2795,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,233,50,405,234,50,402,232,50,0,0,0,0,0,255,17,0,0,100,1
"09/12/2025, 12:28:40",MWX_ELM_GW10001,1,18.4,76.5,1765263501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:29:00",MWX_ELM_GW10005,1,0,0,1765263539,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,71,13.2,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,232,50,403,235,50,404,232,50,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 12:29:40",MWX_ELM_GW10001,1,18.4,76.5,1765263572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:30:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:30:20",MWX_ELM_GW10005,1,0,0,1765263610,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,71,13.2,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,231,50,400,233,50,401,231,50,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 12:30:40",MWX_ELM_GW10001,1,18.4,76.5,1765263632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:31:00",MWX_ELM_GW10001,1,18.4,76.5,1765263643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:31:40",MWX_ELM_GW10005,1,0,0,1765263680,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,70,13.2,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,231,50.1,400,233,50.1,401,230,50,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 12:32:00",MWX_ELM_GW10003,1,17.6,78.2,1765263717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:32:20",MWX_ELM_GW10003,1,17.6,78.2,1765263728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:32:40",MWX_ELM_GW10005,1,0,0,1765263751,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,70,13.3,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,231,50.1,401,233,50,400,230,50,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 12:33:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:33:40",MWX_ELM_GW10002,1,0,0,1765263815,4368,4369,4352,241,273,17,4369,0,0,4096,4352,0,0.1,25,13.5,26752,0,84,57,89,229,0,0,0,0,0,0,0,0,0,0,2762,400,2795,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,233,50.1,405,234,50.1,402,232,50.1,0,0,0,0,0,255,17,0,0,100,1
"09/12/2025, 12:34:00",MWX_ELM_GW10005,1,0,0,1765263820,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,70,13.2,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,231,50,401,233,50.1,401,231,50.1,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 12:34:20",MWX_ELM_GW10003,1,17.6,78.2,1765263852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:35:00",MWX_ELM_GW10004,1,0,0,1765263896,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,40,13.4,26753,0,356,6,85,219,0,0,0,0,0,0,0,0,0,0,6553695,1555,65536319,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,233,50,404,234,50,403,232,50,0,0,0,0,0,1127,22,0,0,36,1
"09/12/2025, 12:35:40",MWX_ELM_GW10003,1,17.6,78.2,1765263922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:36:00",MWX_ELM_GW10002,1,0,0,1765263955,4368,4369,4352,241,273,17,4369,0,0,4096,4352,0,0.1,25,13.5,26752,0,84,57,89,229,0,0,0,0,0,0,0,0,0,0,2762,400,2795,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,234,50,406,234,50,404,233,50,0,0,0,0,0,255,17,0,0,100,1
"09/12/2025, 12:36:20",MWX_ELM_GW10005,1,0,0,1765263962,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,69,13.2,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,231,50,401,234,50,401,231,50,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 12:36:40",MWX_ELM_GW10003,1,17.6,78.2,1765263993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:37:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:37:20",MWX_ELM_GW10005,1,0,0,1765264036,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,69,13.2,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,231,50,401,233,50,401,231,50,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 12:38:00",MWX_ELM_GW10003,1,17.6,78.2,1765264063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:38:20",MWX_ELM_GW10004,1,0,0,1765264098,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,40,13.4,26753,0,356,6,85,219,0,0,0,0,0,0,0,0,0,0,6553695,1555,65536319,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,233,50,404,234,50,403,232,50,0,0,0,0,0,1127,22,0,0,36,1
"09/12/2025, 12:38:40",MWX_ELM_GW10004,1,0,0,1765264108,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,40,13.4,26753,0,356,6,85,219,0,0,0,0,0,0,0,0,0,0,6553695,1555,65536319,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,233,50,404,234,50,403,232,50,0,0,0,0,0,1127,22,0,0,36,1
"09/12/2025, 12:39:00",MWX_ELM_GW10003,1,17.6,78.2,1765264133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:39:40",MWX_ELM_GW10005,1,0,0,1765264177,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,69,13.2,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,231,50,401,233,50,401,231,50,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 12:40:00",MWX_ELM_GW10003,1,17.6,78.2,1765264193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:40:20",MWX_ELM_GW10003,1,17.6,78.2,1765264203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:40:40",MWX_ELM_GW10004,1,0,0,1765264233,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,40,13.4,26753,0,356,6,85,219,0,0,0,0,0,0,0,0,0,0,6553695,1555,65536319,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,234,50,405,235,50,404,233,50,0,0,0,0,0,1127,22,0,0,36,1
"09/12/2025, 12:41:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:42:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:42:20",MWX_ELM_GW10003,1,17.6,78.2,1765264328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:42:40",MWX_ELM_GW10001,1,18.4,76.5,1765264340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:43:00",MWX_ELM_GW10002,1,0,0,1765264366,4368,4369,4352,241,273,17,4369,0,0,4096,4352,0,0.1,25,13.5,26752,0,84,57,89,229,0,0,0,0,0,0,0,0,0,0,2762,400,2795,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,233,50,405,234,50,402,232,50,0,0,0,0,0,255,17,0,0,100,1
"09/12/2025, 12:43:20",MWX_ELM_GW10003,1,17.6,78.2,1765264398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:44:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:45:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:46:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:47:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:47:20",MWX_ELM_GW10002,1,0,0,1765264622,4368,4369,4352,241,273,17,4369,0,0,4096,4352,0,0.1,25,13.5,26752,0,84,57,89,229,0,0,0,0,0,0,0,0,0,0,2762,400,2795,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,234,50,406,235,50,404,233,50,0,0,0,0,0,255,17,0,0,100,1
"09/12/2025, 12:48:00",MWX_ELM_GW10001,1,18.4,76.5,1765264667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:48:20",MWX_ELM_GW10002,1,0,0,1765264691,4368,4369,4352,241,273,17,4369,0,0,4096,4352,0,0.1,25,13.5,26752,0,84,57,89,229,0,0,0,0,0,0,0,0,0,0,2762,400,2795,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,235,50,407,235,50,405,234,50,0,0,0,0,0,255,17,0,0,100,1
"09/12/2025, 12:48:40",MWX_ELM_GW10005,1,0,0,1765264706,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,67,13.2,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,231,50,402,234,50,402,232,50,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 12:49:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:50:00",MWX_ELM_GW10004,1,0,0,1765264783,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,39,13.4,26753,0,356,6,85,219,0,0,0,0,0,0,0,0,0,0,6553695,1555,65536319,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,234,50,405,235,50,404,233,50,0,0,0,0,0,1127,22,0,0,36,1
"09/12/2025, 12:51:00",MWX_ELM_GW10005,1,0,0,1765264848,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,67,13.2,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,231,50,401,233,50,401,231,50,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 12:51:20",MWX_ELM_GW10001,1,18.4,76.5,1765264869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
