_time,dev_id,gw_pwr_st,lat,long,ts,A1,A10,A11,A12,A2,A3,A4,A5,A6,A7,A8,A9,Charge_alt_V,Coolant_T,DG_Batt_V,DG_st,Eng_rpm,Eng_run_H,Eng_run_M,Fuel_L,Fuel_L_in_lit,G_L1_L2_V,G_L1_N_V,G_L1_fr,G_L2_L3_V,G_L2_N_V,G_L2_fr,G_L3_L1_V,G_L3_N_V,G_L3_fr,G_avg_pf,G_cum_En,G_cum_R_En,G_cum_ap_En,G_pf_L1,G_pf_L2,G_pf_L3,IO_diag,Ld_L1_A,Ld_L1_VA,Ld_L1_W,Ld_L1_var,Ld_L2_A,Ld_L2_VA,Ld_L2_W,Ld_L2_var,Ld_L3_A,Ld_L3_VA,Ld_L3_W,Ld_L3_var,Ld_Ttl_VA,Ld_Ttl_W,Ld_Ttl_var,M_L1_L2_V,M_L1_N_V,M_L1_fr,M_L2_L3_V,M_L2_N_V,M_L2_fr,M_L3_L1_V,M_L3_N_V,M_L3_fr,M_cum_En,M_cum_R_En,M_cum_ap_En,M_run_H,M_run_M,No_of_starts,No_of_trips,Oil_P,Pct_Ld,U_L,pro_rev
"09/12/2025, 12:52:00",MWX_ELM_GW10005,1,0,0,1765264918,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,67,13.2,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,232,50,402,234,50,403,232,50,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 12:52:20",MWX_ELM_GW10003,1,17.6,78.2,1765264929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:52:40",MWX_ELM_GW10001,1,18.4,76.5,1765264940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:53:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:53:20",MWX_ELM_GW10005,1,0,0,1765264989,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,66,13.3,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,232,50,402,234,50,403,232,50,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 12:54:00",MWX_ELM_GW10002,1,0,0,1765265027,4368,4369,4352,241,273,17,4369,0,0,4096,4352,0,0.1,25,13.5,26752,0,84,57,89,229,0,0,0,0,0,0,0,0,0,0,2762,400,2795,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,235,50,407,235,50,404,233,50,0,0,0,0,0,255,17,0,0,100,1
"09/12/2025, 12:54:40",MWX_ELM_GW10003,1,17.6,78.2,1765265064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:55:00",MWX_ELM_GW10002,1,0,0,1765265097,4368,4369,4352,241,273,17,4369,0,0,4096,4352,0,0.1,25,13.5,26752,0,84,57,89,229,0,0,0,0,0,0,0,0,0,0,2762,400,2795,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,235,50,407,235,50,405,234,50,0,0,0,0,0,255,17,0,0,100,1
"09/12/2025, 12:55:40",MWX_ELM_GW10005,1,0,0,1765265130,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,66,13.2,26753,0,44,54,78,200,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,232,50,403,234,50,403,232,50,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 12:56:00",MWX_ELM_GW10001,1,18.4,76.5,1765265147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:57:00",MWX_ELM_GW10001,1,18.4,76.5,1765265217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:57:40",MWX_ELM_GW10005,1,0,0,1765265255,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,66,13.3,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,232,50,403,234,50,403,232,50,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 12:58:00",MWX_ELM_GW10004,1,0,0,1765265271,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,39,13.3,26753,0,356,6,85,219,0,0,0,0,0,0,0,0,0,0,6553695,1555,65536319,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,231,50,400,232,50,399,230,50,0,0,0,0,0,1127,22,0,0,36,1
"09/12/2025, 12:58:20",MWX_ELM_GW10001,1,18.4,76.5,1765265288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:59:00",MWX_ELM_GW10005,1,0,0,1765265326,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,66,13.3,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,231,50,401,233,50,401,231,50,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 12:59:20",MWX_ELM_GW10001,1,18.4,76.5,1765265358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 12:59:40",MWX_ELM_GW10003,1,17.6,78.2,1765265363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:00:00",MWX_ELM_GW10005,1,0,0,1765265396,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,65,13.3,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,232,50.1,403,234,50.1,403,232,50.1,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 13:00:20",MWX_ELM_GW10004,1,0,0,1765265413,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,39,13.4,26753,0,356,6,85,219,0,0,0,0,0,0,0,0,0,0,6553695,1555,65536319,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,233,50.1,404,234,50.1,403,232,50.1,0,0,0,0,0,1127,22,0,0,36,1
"09/12/2025, 13:00:40",MWX_ELM_GW10001,1,18.4,76.5,1765265429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:01:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:01:20",MWX_ELM_GW10005,1,0,0,1765265467,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,65,13.2,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,233,50.1,404,235,50.1,404,232,50.1,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 13:01:40",MWX_ELM_GW10001,1,18.4,76.5,1765265499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:02:00",MWX_ELM_GW10002,1,0,0,1765265502,4368,4369,4352,241,273,17,4369,0,0,4096,4352,0,0.1,25,13.5,26752,0,84,57,89,229,0,0,0,0,0,0,0,0,0,0,2762,400,2795,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,234,50.1,405,234,50.1,404,233,50.1,0,0,0,0,0,255,17,0,0,100,1
"09/12/2025, 13:02:20",MWX_ELM_GW10005,1,0,0,1765265537,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,65,13.2,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,231,50.1,400,233,50.1,401,231,50.1,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 13:03:00",MWX_ELM_GW10003,1,17.6,78.2,1765265569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:03:40",MWX_ELM_GW10005,1,0,0,1765265608,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,65,13.2,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,230,50.1,400,233,50.1,401,231,50.1,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 13:04:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:05:00",MWX_ELM_GW10004,1,0,0,1765265695,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,38,13.3,26753,0,356,6,85,219,0,0,0,0,0,0,0,0,0,0,6553695,1555,65536319,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,233,50,403,234,50,403,232,50,0,0,0,0,0,1127,22,0,0,36,1
"09/12/2025, 13:05:40",MWX_ELM_GW10001,1,18.4,76.5,1765265730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:06:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:06:20",MWX_ELM_GW10003,1,17.6,78.2,1765265770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:07:40",MWX_ELM_GW10002,1,0,0,1765265842,4368,4369,4352,241,273,17,4369,0,0,4096,4352,0,0.1,26,13.5,26752,0,84,57,89,229,0,0,0,0,0,0,0,0,0,0,2762,400,2795,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,234,50,406,234,50,405,233,50,0,0,0,0,0,255,17,0,0,100,1
"09/12/2025, 13:08:00",MWX_ELM_GW10001,1,18.4,76.5,1765265871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:08:40",MWX_ELM_GW10002,1,0,0,1765265913,4368,4369,4352,241,273,17,4369,0,0,4096,4352,0,0.1,26,13.5,26752,0,84,57,89,229,0,0,0,0,0,0,0,0,0,0,2762,400,2795,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,235,50,406,235,50,405,233,50,0,0,0,0,0,255,17,0,0,100,1
"09/12/2025, 13:09:00",MWX_ELM_GW10003,1,17.6,78.2,1765265938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:10:40",MWX_ELM_GW10004,1,0,0,1765266028,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,38,13.4,26753,0,356,6,85,219,0,0,0,0,0,0,0,0,0,0,6553695,1555,65536319,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,233,49.9,402,233,49.9,402,232,50,0,0,0,0,0,1127,22,0,0,36,1
"09/12/2025, 13:11:00",MWX_ELM_GW10002,1,0,0,1765266052,4368,4369,4352,241,273,17,4369,0,0,4096,4352,0,0.1,26,13.5,26752,0,84,57,89,229,0,0,0,0,0,0,0,0,0,0,2762,400,2795,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,234,49.9,405,234,49.9,403,233,49.9,0,0,0,0,0,255,17,0,0,100,1
"09/12/2025, 13:11:20",MWX_ELM_GW10005,1,0,0,1765266063,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,64,13.2,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,231,49.9,400,233,49.9,401,231,49.9,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 13:11:40",MWX_ELM_GW10004,1,0,0,1765266099,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,38,13.3,26753,0,356,6,85,219,0,0,0,0,0,0,0,0,0,0,6553695,1555,65536319,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,233,49.9,403,233,49.9,402,232,49.9,0,0,0,0,0,1127,22,0,0,36,1
"09/12/2025, 13:12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:12:20",MWX_ELM_GW10005,1,0,0,1765266133,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,63,13.2,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,231,49.9,401,233,49.9,401,231,49.9,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 13:12:40",MWX_ELM_GW10003,1,17.6,78.2,1765266155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:14:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:15:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:15:20",MWX_ELM_GW10003,1,17.6,78.2,1765266316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:15:40",MWX_ELM_GW10005,1,0,0,1765266335,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,63,13.2,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,231,50,401,233,50,401,231,49.9,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 13:16:00",MWX_ELM_GW10001,1,18.4,76.5,1765266347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:16:40",MWX_ELM_GW10003,1,17.6,78.2,1765266387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:17:00",MWX_ELM_GW10002,1,0,0,1765266418,4368,4369,4352,241,273,17,4369,0,0,4096,4352,0,0.1,26,13.5,26752,0,84,57,89,229,0,0,0,0,0,0,0,0,0,0,2762,400,2795,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,235,50,406,234,50,405,233,50,0,0,0,0,0,255,17,0,0,100,1
"09/12/2025, 13:17:40",MWX_ELM_GW10004,1,0,0,1765266448,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,38,13.4,26753,0,356,6,85,219,0,0,0,0,0,0,0,0,0,0,6553695,1555,65536319,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,233,50.1,403,234,50,402,232,50.1,0,0,0,0,0,1127,22,0,0,36,1
"09/12/2025, 13:18:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:18:20",MWX_ELM_GW10002,1,0,0,1765266488,4368,4369,4352,241,273,17,4369,0,0,4096,4352,0,0.1,26,13.5,26752,0,84,57,89,229,0,0,0,0,0,0,0,0,0,0,2762,400,2795,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,233,50,404,233,50.1,402,232,50,0,0,0,0,0,255,17,0,0,100,1
"09/12/2025, 13:18:40",MWX_ELM_GW10004,1,0,0,1765266519,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,38,13.3,26753,0,356,6,85,219,0,0,0,0,0,0,0,0,0,0,6553695,1555,65536319,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,233,50,403,233,50,402,232,50,0,0,0,0,0,1127,22,0,0,36,1
"09/12/2025, 13:19:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:19:20",MWX_ELM_GW10002,1,0,0,1765266558,4368,4369,4352,241,273,17,4369,0,0,4096,4352,0,0.1,26,13.5,26752,0,84,57,89,229,0,0,0,0,0,0,0,0,0,0,2762,400,2795,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,233,50,404,233,50,402,232,50,0,0,0,0,0,255,17,0,0,100,1
"09/12/2025, 13:20:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:20:20",MWX_ELM_GW10001,1,18.4,76.5,1765266619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:21:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:21:20",MWX_ELM_GW10003,1,17.6,78.2,1765266672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:21:40",MWX_ELM_GW10005,1,0,0,1765266692,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,62,13.2,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,232,50,402,233,49.9,402,231,50,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 13:22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:22:40",MWX_ELM_GW10001,1,18.4,76.5,1765266755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:23:00",MWX_ELM_GW10005,1,0,0,1765266763,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,62,13.2,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,232,49.9,402,234,49.9,402,231,49.9,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 13:23:40",MWX_ELM_GW10003,1,17.6,78.2,1765266802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:24:00",MWX_ELM_GW10005,1,0,0,1765266834,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,62,13.2,26753,0,44,54,78,201,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,231,49.9,402,234,49.9,402,231,49.9,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 13:24:20",MWX_ELM_GW10002,1,0,0,1765266853,4368,4369,4352,241,273,17,4369,0,0,4096,4352,0,0.1,26,13.5,26752,0,84,57,89,229,0,0,0,0,0,0,0,0,0,0,2762,400,2795,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,233,49.9,404,233,49.9,402,232,49.9,0,0,0,0,0,255,17,0,0,100,1
"09/12/2025, 13:25:00",MWX_ELM_GW10001,1,18.4,76.5,1765266896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:25:20",MWX_ELM_GW10005,1,0,0,1765266905,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,61,13.2,26753,0,44,54,78,200,0,0,0,0,0,0,0,0,0,0,1132,273,1169,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,231,49.9,402,233,49.9,402,231,49.9,0,0,0,0,0,385,7,0,0,100,1
"09/12/2025, 13:26:00",MWX_ELM_GW10004,1,0,0,1765266943,4368,4369,4352,241,273,17,4369,1280,0,4096,4352,0,0.1,37,13.4,26753,0,356,6,85,219,0,0,0,0,0,0,0,0,0,0,6553695,1555,65536319,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,232,50,402,233,50,401,231,50,0,0,0,0,0,1127,22,0,0,36,1
"09/12/2025, 13:26:20",MWX_ELM_GW10002,1,0,0,1765266977,4368,4369,4352,241,273,17,4369,0,0,4096,4352,0,0.1,26,13.5,26752,0,84,57,89,229,0,0,0,0,0,0,0,0,0,0,2762,400,2795,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,233,50,403,233,49.9,402,231,50,0,0,0,0,0,255,17,0,0,100,1
"09/12/2025, 13:27:00",MWX_ELM_GW10003,1,17.6,78.2,1765267017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"09/12/2025, 13:27:20",MWX_ELM_GW10003,1,17.6,78.2,1765267028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
